,source,model,image,description,url,price,sku,brand,width,width_i,height,height_i,length,length_i,sit_height,sit_height_i,depth,depth_i,sleep
167,mobelringen,Balder 3-seter,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/9/292197_3486357.png,"FAST LAVPRIS. Tekstil Inari grafitt. Runde ben, mørke brun.",https://www.mobelringen.no/balder-3-seter-292197,4999 NOK,292197,DOMINARI,212,212.0,82,82.0,,,45,45.0,86,86.0,False
168,mobelringen,Anne stol / 1-seter,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/7/275127001_2605280.png,"Tekstil Laguna velvet 1462 green, vinkelben sort",https://www.mobelringen.no/anne-stol-1-seter,9599 NOK,275127001,HJELLEGJERDE AS,89,89.0,86,86.0,,,47,47.0,85,85.0,False
169,mobelringen,Passion modulsofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/3/236544012_3714996.png,"Oppsett 15, arm 2. Tekstil Riviera Dark Green. Ben eik sort. 35 kg kaldskum. Nakkestøtte er tillegg i pris.",https://www.mobelringen.no/passion-modulsofa-236544012,32799 NOK,236544012,TROELS MØBLER AS,273,273.0,85,85.0,245,245.0,47,47.0,88,88.0,False
170,mobelringen,HØDNEBØ® Tromøya pall,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/9/292281001_3365326.png,"Tekstil Laguna Velvet Rust, ben pyramide sort.",https://www.mobelringen.no/hodnebor-tromoya-pall,5599 NOK,292281001,HØDNEBØ,106,106.0,46,46.0,,,46,46.0,60,60.0,False
171,mobelringen,"Siero 2,5-seter",https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/3/0/305124001_8670244.jpg,Arm A. Tekstil Danny antrasitt. Sorte metallben.,https://www.mobelringen.no/siero-2-5-seter,8999 NOK,305124001,SCAPA BALTIC UAB,188,188.0,85,85.0,,,46,46.0,92,92.0,False
172,mobelringen,Siero hjørnesofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/3/0/305121001_8692104.png,"Oppsett 2,5-seter, hjørne og avslutning venstre. Arm B. Tekstil Danny antrasitt. Sorte ben.",https://www.mobelringen.no/siero-hjornesofa,14999 NOK,305121001,SCAPA BALTIC UAB,260,260.0,85,85.0,210,210.0,46,46.0,92,92.0,False
173,mobelringen,Balder hjørnesofa med divan,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/9/292184_3362104.png,"FAST LAVPRIS. Oppsett: 2-seter, hjørne, 2-seter, divan (vendbar). Tekstil Inari blå. Mørkebrune, runde treben.",https://www.mobelringen.no/balder-hjornesofa-med-divan,11999 NOK,292184,DOMINARI,296,296.0,82,82.0,231/144,,45,45.0,86,86.0,False
174,mobelringen,Ventos modulsofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/3/0/306741001_8595604.png,"Oppsett F med longseat, arm A. Tekstil Eros Navy. Sorte ben.",https://www.mobelringen.no/ventos-modulsofa-306741001,27399 NOK,306741001,SCAPA BALTIC UAB,333,333.0,86,86.0,230,230.0,44,44.0,95/170,,False
175,mobelringen,Multibygg modulsofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/7/275004002_2544036.png,"Oppsett 23, arm 1. Tekstil Coast grey. Ben sortbeiset bøk, 10,5 cm.",https://www.mobelringen.no/multibygg-modulsofa-275004002,17359 NOK,275004002,HJORT KNUDSEN AS,240-259,,80,80.0,190-209,,,,90,90.0,False
176,mobelringen,Mantovani modulsofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/4/248833001_643948.png,"Oppsett 23/32 A1. Upe Grey, runde stålben.",https://www.mobelringen.no/mantovani-modulsofa-248833001,29299 NOK,248833001,HJELLEGJERDE AS,275,275.0,81,81.0,218,218.0,45,45.0,86,86.0,False
177,mobelringen,System + 3-seter (modulsofa),https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/1/0/100962033_1182591.png,"Modell Ami. Tekstil Cabana sand, 5 cm eik oljet ben.",https://www.mobelringen.no/system-3-seter-modulsofa,21499 NOK,100962033,BRUNSTAD AS,199,199.0,86,86.0,,,45,45.0,79,79.0,False
178,mobelringen,Embla hjørnesofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/3/2/322333002_8651472.png,"Oppsett: Divan, 2-seter, hjørne, 2-seter. Tekstil Diana lys granitt. Ben wenge.",https://www.mobelringen.no/embla-hjornesofa-322333002,28999 NOK,322333002,DOMINARI - NORTH LIVING,320,320.0,78,78.0,250,250.0,,,94,94.0,False
179,mobelringen,Ventos modulsofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/3/1/319783002_8677413.png,"Oppsett J TD, arm B. Tekstil Silent taupe. Sorte ben.",https://www.mobelringen.no/ventos-modulsofa-319783002,14999 NOK,319783002,SCAPA BALTIC UAB,,,86,86.0,,,,,95,95.0,False
180,mobelringen,Stressless® Aurora 2-seter,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/9/290305004_3916441.png,"Høy rygg. Hud Paloma copper. Stålben, 11 cm.",https://www.mobelringen.no/stresslessr-aurora-2-seter-290305004,23999 NOK,290305004,STRESSLESS,164,164.0,102,102.0,,,47,47.0,82,82.0,False
181,mobelringen,HØDNEBØ® Hvaler 5-seter,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/9/292279001_3365292.png,Tekstil Laguna velvet mole. Ben runde sort.,https://www.mobelringen.no/hodnebor-hvaler-5-seter,25399 NOK,292279001,HØDNEBØ,293,293.0,83,83.0,,,46,46.0,86,86.0,False
182,mobelringen,Nora modulsofa,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/7/278779001_2778920.png,Oppsett 23 med høy rygg uten søm. Hud i Soleda black. En elektrisk recliner. Pris eks. nakkestøtte.,https://www.mobelringen.no/nora-modulsofa,23999 NOK,278779001,HJORT KNUDSEN AS,302,302.0,88,88.0,242,242.0,,,90,90.0,False
183,mobelringen,HØDNEBØ® Tromøya pall,https://www.mobelringen.no/media/catalog/product/cache/bc1e159b67398ba35d189fa382110a17/2/9/292281002_3365317.png,"Tekstil Laguna Velvet Chanel, ben pyramide sort. Pris gjelder kun pall.",https://www.mobelringen.no/hodnebor-tromoya-pall-292281002,5599 NOK,292281002,HØDNEBØ,106,106.0,46,46.0,,,46,46.0,60,60.0,False
