,source,model,image,description,url,price,height,width,depth,sit_depth,sit_width,sit_height,legs,SKU,sleep,clearance,max_depth,width_i
92,sofacompany,Conrad,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/2/4/240507193316_conrad_corner_sofa_left_1760x880grey_v1.jpg,,https://no.sofacompany.com/conrad-cornersofa-vega-dusty-blue-oak-f-15-cm-240507193316,13499 NOK,78cm,232cm,92cm,61cm,188cm,45cm,"Oak, F, 15 cm",240507193316,n,15,,232
93,sofacompany,Conrad,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/2/4/240508166315_conrad_corner_sofa_right_1760x880grey_v1.jpg,,https://no.sofacompany.com/conrad-cornersofa-velour-lux-navy-walnut-natural-f-15-cm-240508166315,13499 NOK,78cm,232cm,92cm,61cm,188cm,45cm,"Walnut Natural, F, 15 cm",240508166315,n,15,,232
94,sofacompany,Conrad,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/2/4/240508177317_conrad_corner_sofa_right_1760x880grey_v2.jpg,,https://no.sofacompany.com/conrad-cornersofa-olena-light-grey-oak-soap-f-15-cm-240508177317,13499 NOK,78cm,232cm,92cm,61cm,188cm,45cm,"Oak Soap, F, 15 cm",240508177317,n,15,,232
95,sofacompany,Conrad,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/2/4/240508193316_conrad_corner_sofa_right_1760x880grey_v1.jpg,,https://no.sofacompany.com/conrad-cornersofa-vega-dusty-blue-oak-f-15-cm-240508193316,13499 NOK,78cm,232cm,92cm,61cm,188cm,45cm,"Oak, F, 15 cm",240508193316,n,15,,232
96,sofacompany,Alfred ,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/2/3/23321303166141_alfred_2seatercorner_left_1760x880grey_v1_1.jpg,,https://no.sofacompany.com/alfred-modular-sofa-danny-dusty-rose-black-metal-e-18-cm-23321303210141,4999 NOK,76cm,147cm,84cm,63cm,126cm,44cm,"Black Metal, E, 18 cm",23321303210141,n,18,,147
97,sofacompany,Alfred ,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/2/3/23321304166141_alfred_2seatercorner_right_1760x880grey_v1_1.jpg,,https://no.sofacompany.com/alfred-modular-sofa-danny-dusty-rose-black-metal-e-18-cm-23321304210141,4999 NOK,76cm,147cm,84cm,63cm,126cm,44cm,"Black Metal, E, 18 cm",23321304210141,n,18,,147
98,sofacompany,Alfred ,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/2/3/23321305166141_alfred_footrest_1760x880grey_v1_1.jpg,,https://no.sofacompany.com/alfred-modular-sofa-danny-dusty-rose-black-metal-e-18-cm-23321305210141,2299 NOK,44cm,77cm,77cm,77cm,77cm,44cm,"Black Metal, E, 18 cm",23321305210141,n,18,,77
99,sofacompany,Alfred ,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/2/3/23321310166141_alfred_1seatercornerleft_1760x880grey_v1_1.jpg,,https://no.sofacompany.com/alfred-modular-sofa-danny-dusty-rose-black-metal-e-18-cm-23321310210141,3499 NOK,76cm,83cm,83cm,63cm,63cm,44cm,"Black Metal, E, 18 cm",23321310210141,n,18,,83
100,sofacompany,Alfred ,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/2/3/23321311166141_alfred_1seatercorner_right_1760x880grey_v1_1.jpg,,https://no.sofacompany.com/alfred-modular-sofa-danny-dusty-rose-black-metal-e-18-cm-23321311210141,3499 NOK,76cm,83cm,83cm,63cm,63cm,44cm,"Black Metal, E, 18 cm",23321311210141,n,18,,83
101,sofacompany,Ellis,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/2/3/23811314209301_ellis_corner_arm_movable_1760x880grey_v1.jpg,,https://no.sofacompany.com/ellis-modular-sofa-danny-amber-black-metal-e-14-cm-23811314209301,4999 NOK,81cm,94cm,94cm,66cm,83cm,43cm,"Black Metal, E, 14 cm",23811314209301,n,14,,94
102,sofacompany,Ellis,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/2/3/23811315209301_ellis_1-seater_arm_movable_1760x880grey_v1_1.jpg,,https://no.sofacompany.com/ellis-modular-sofa-danny-amber-black-metal-e-14-cm-23811315209301,4499 NOK,81cm,105cm,94cm,66cm,94cm,43cm,"Black Metal, E, 14 cm",23811315209301,n,14,,105
103,sofacompany,Ellis,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/2/3/23811316209301_ellis_chaise_arm_movable_1760x880grey_v3.jpg,,https://no.sofacompany.com/ellis-modular-sofa-danny-amber-black-metal-e-14-cm-23811316209301,5999 NOK,81cm,105cm,138cm,109cm,94cm,43cm,"Black Metal, E, 14 cm",23811316209301,n,14,,105
104,sofacompany,Herman,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/2/4/240002124123_herman_2seater_1760x880grey_v1_1.jpg,,https://no.sofacompany.com/herman-2-seater-sofa-sunday-curry-oak-soap-a-20-cm-240002124123,5499 NOK,80cm,132cm,77cm,51cm,100cm,46cm,"Oak Soap, A, 20 cm",240002124123,n,20,,132
105,sofacompany,Astha,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/2/125602243294_astha_3seater_1760x880grey_v1.jpg,,https://no.sofacompany.com/astha-2-seater-sofa-planet-navy-black-matt-pc-steel-c-17cm-125602243294,7599 NOK,83cm,175cm,89cm,56cm,158cm,46cm,"Black Matt PC Steel, C, 17cm",125602243294,n,17,,175
106,sofacompany,Herman,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/2/4/240002228123_herman_2seater_1760x880grey_v1.jpg,,https://no.sofacompany.com/herman-2-seater-sofa-elliot-light-grey-oak-soap-a-20-cm-240002228123,5499 NOK,80cm,132cm,77cm,51cm,100cm,46cm,"Oak Soap, A, 20 cm",240002228123,n,20,,132
107,sofacompany,Ellis,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/2/3/23811301209301_ellis_1_seater_1760x880grey_v1.jpg,,https://no.sofacompany.com/ellis-modular-sofa-danny-amber-black-metal-e-14-cm-23811301209301,3999 NOK,81cm,94cm,94cm,66cm,94cm,43cm,"Black Metal, E, 14 cm",23811301209301,n,14,,94
108,sofacompany,Ellis,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/2/3/23811305209301_ellis_footrest_1760x880grey_v1.jpg,,https://no.sofacompany.com/ellis-modular-sofa-danny-amber-black-metal-e-14-cm-23811305209301,1799 NOK,43cm,57cm,94cm,,,,"Black Metal, E, 14 cm",23811305209301,n,14,,57
109,sofacompany,Hadley,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/7/173323098271_hadley_daybed_left_1760x880grey_v1.jpg,,https://no.sofacompany.com/hadley-daybed-bench-fabio-stone-walnut-natural-e-24-cm-173323098271,8499 NOK,80cm,209cm,83cm,58cm,162cm,42cm,"Walnut Natural, E, 24 cm",173323098271,n,24,,209
110,sofacompany,Hadley,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/7/173324098271_hadley_daybed_right_1760x880grey_v1.jpg,,https://no.sofacompany.com/hadley-daybed-bench-fabio-stone-walnut-natural-e-24-cm-173324098271,8499 NOK,80cm,209cm,83cm,58cm,162cm,42cm,"Walnut Natural, E, 24 cm",173324098271,n,24,,209
111,sofacompany,Alfred ,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/2/3/23321303171010_alfred_module_2_seater_left_1760x880grey_v1.jpg,,https://no.sofacompany.com/alfred-modular-sofa-olena-aqua-oak-a-17-cm-23321303171010,4999 NOK,76cm,147cm,84cm,63cm,126cm,44cm,"Oak, A, 17 cm",23321303171010,n,17,,147
112,sofacompany,Alfred ,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/2/3/23321304171010_alfred_module_2_seater_right_1760x880grey_v1.jpg,,https://no.sofacompany.com/alfred-modular-sofa-olena-aqua-oak-a-17-cm-23321304171010,4999 NOK,76cm,147cm,84cm,63cm,126cm,44cm,"Oak, A, 17 cm",23321304171010,n,17,,147
113,sofacompany,Alfred ,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/2/3/23321305171010_alfred_module_footrest_1760x880grey_v1.jpg,,https://no.sofacompany.com/alfred-modular-sofa-olena-aqua-oak-a-17-cm-23321305171010,2299 NOK,44cm,77cm,77cm,77cm,77cm,44cm,"Oak, A, 17 cm",23321305171010,n,17,,77
114,sofacompany,Alfred ,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/2/3/23321310171010_alfred_module_corner_left_1760x880grey_v1.jpg,,https://no.sofacompany.com/alfred-modular-sofa-olena-aqua-oak-a-17-cm-23321310171010,3499 NOK,76cm,83cm,83cm,63cm,63cm,44cm,"Oak, A, 17 cm",23321310171010,n,17,,83
115,sofacompany,Alfred ,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/2/3/23321311171010_alfred_module_corner_right_1760x880grey_v1.jpg,,https://no.sofacompany.com/alfred-modular-sofa-olena-aqua-oak-a-17-cm-23321311171010,3499 NOK,76cm,83cm,83cm,63cm,63cm,44cm,"Oak, A, 17 cm",23321311171010,n,17,,83
116,sofacompany,Astha,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/2/125609221294_astha_chaise_left_1760x880grey_v1.jpg,,https://no.sofacompany.com/astha-chaise-longue-sofa-danny-steel-grey-black-matt-pc-steel-c-17cm-125609221294,13999 NOK,83cm,300cm,89cm,56cm,292cm,46cm,"Black Matt PC Steel, C, 17cm",125609221294,n,17,,300
117,sofacompany,Astha,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/2/125610221294_astha_chaiseright_1760x880grey_v1.jpg,,https://no.sofacompany.com/astha-chaise-longue-sofa-danny-steel-grey-black-matt-pc-steel-c-17cm-125610221294,13999 NOK,83cm,300cm,89cm,56cm,292cm,46cm,"Black Matt PC Steel, C, 17cm",125610221294,n,17,,300
118,sofacompany,Astha,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/2/125672221294_astha_chaiselong_sofa_right_2seater_1760x880grey_v1.jpg,,https://no.sofacompany.com/astha-chaise-longue-sofa-danny-steel-grey-black-matt-pc-steel-c-17cm-125672221294,11999 NOK,83cm,208cm,89cm,56cm,199cm,46cm,"Black Matt PC Steel, C, 17cm",125672221294,n,17,,208
119,sofacompany,Astha,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/1/2/125673221294_astha_chaiselong_sofa_left_2seater_1760x880grey_v1.jpg,,https://no.sofacompany.com/astha-chaise-longue-sofa-danny-steel-grey-black-matt-pc-steel-c-17cm-125673221294,11999 NOK,83cm,208cm,89cm,56cm,199cm,46cm,"Black Matt PC Steel, C, 17cm",125673221294,n,17,,208
120,sofacompany,Elinor,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/2/0/206703202306_elinor_3seater_1760x880grey_v1.jpg,,https://no.sofacompany.com/elinor-3-seater-sofa-agnes-brown-walnut-natural-e-13-cm-206703202306,8999 NOK,80cm,211cm,85cm,52cm,180cm,44cm,"Walnut Natural, E, 13 cm",206703202306,n,13,,211
121,sofacompany,Easton,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/2/0/204509221315_easton_chaiselong_1760x880grey_v1.jpg,,https://no.sofacompany.com/easton-chaise-longue-sofa-danny-steel-grey-walnut-natural-f-15-cm-204509221315,14999 NOK,72cm,319cm,94cm,66cm,299cm,45cm,"Walnut Natural, F, 15 cm",204509221315,n,15,,319
122,sofacompany,Easton,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/2/0/204510221315_easton_chaiselong_1760x880grey_v1.jpg,,https://no.sofacompany.com/easton-chaise-longue-sofa-danny-steel-grey-walnut-natural-f-15-cm-204510221315,14999 NOK,72cm,319cm,94cm,66cm,299cm,45cm,"Walnut Natural, F, 15 cm",204510221315,n,15,,319
123,sofacompany,Elinor,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/2/0/206703210306_elinor_3seater_1760x880grey_v1.jpg,,https://no.sofacompany.com/elinor-3-seater-sofa-danny-dusty-rose-walnut-natural-e-13-cm-206703210306,8999 NOK,80cm,211cm,85cm,52cm,180cm,44cm,"Walnut Natural, E, 13 cm",206703210306,n,13,,211
124,sofacompany,Johan,https://no.sofacompany.com/media/catalog/product/cache/45033f42b5acfa54f2575f22eea402cc/0/7/074803234231_johan_3seater_1760x880grey_v1.jpg,,https://no.sofacompany.com/johan-3-seater-sofa-elliot-army-walnut-natural-e-17-cm-074803234231,9999 NOK,82cm,202cm,93cm,59cm,178cm,43cm,"Walnut Natural, E, 17 cm",074803234231,n,17,,202
