,source,title,image,description,url,price,typeName,onlineSellable,other_colors,brand,Høyde inkludert ryggputer,Høyde ryggstøtte,width,depth,clearance,arm_width,sit_width,sit_depth,sit_height,Dybde sjeselong,"Setedybde, sjeselong",height,Bredde høyre,Bredde venstre,Armlenehøyde,min_depth,max_depth,min_sit_depth,max_sit_depth,max_width,Setebredde høyre,Setebredde venstre,"Lengde, utslått","Bredde, utslått",bed_width,bed_length,length,Min. bredde,Tykkelse madrass,Antall sitteplasser,Høyde inkludert hodestøtte,Diameter,"Seng, høyde","Samlet dybde, slått ut",Sete diameter,Madrasslengde,Madrassbredde,Antall i pakken,Høyde på skuff (innvendig),Bredde på skuff (innvendig mål),Dybde på skuff (innvendig mål),Maks belastning/skuff,Høyde med ben ,Volum,Fyllvekt,Totalvekt,Skjermdiameter,Ledningslengde,Styrke,Tykkelse,Benhøyde,Flate,max_depth_a,min_depth_a,width_a
238,IKEA,VIMLE 3-seters modul - Gunnared beige,https://www.ikea.com/no/no/images/products/vimle-3-seat-section-gunnared-beige__0531865_PE647607_S5.JPG,"IKEA - VIMLE, 3-seters modul, Gunnared beige, Dette trekket er laget i dopefarget GUNNARED tekstil i polyester. Det er en holdbar tekstil med en ullignende følelse, et varmt utseende og en totonet melert effekt. Trekket er enkelt å holde rent, det kan tas av og vaskes i maskin.",https://www.ikea.com/no/no/p/vimle-3-seters-modul-gunnared-beige-s49219441/,4.765 NOK,3-seters modul,True,"[{'productId': 's49219441', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-3-seters-modul-gunnared-beige-s49219441/', 'selected': True, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's09219457', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-3-seters-modul-orrsta-blasvart-s09219457/', 'selected': False, 'colors': [{'name': 'blå', 'id': '10007'}]}, {'productId': '20353430', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-3-seters-modul-farsta-mork-brun-20353430/', 'selected': False, 'colors': [{'name': 'brun', 'id': '10019'}]}, {'productId': 's39219451', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-3-seters-modul-gunnared-mellomgra-s39219451/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': '50353400', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-3-seters-modul-farsta-svart-50353400/', 'selected': False, 'colors': [{'name': 'svart', 'id': '10139'}]}, {'productId': 's09303521', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-3-seters-modul-dalstorp-flerfarget-s09303521/', 'selected': False, 'colors': [{'name': 'flerfarget', 'id': '10583'}]}]",VIMLE,80 cm,66 cm,211 cm,98 cm,4 cm,,211 cm,55 cm,45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,98,211
239,IKEA,"LANDSKRONA Fotskammel - Grann, Bomstad gyllenbrun/tre",https://www.ikea.com/no/no/images/products/landskrona-footstool__0602041_PE680112_S5.JPG,"IKEA - LANDSKRONA, Fotskammel, Grann, Bomstad gyllenbrun/tre, Kontaktflatene er dekket av GRANN – et mykt, glatt og sterkt narvskinn med naturlige variasjoner. Andre overflater har BOMSTAD, en belagt tekstil som føles og ser ut som skinn. 10 års garanti. Les om vilkårene i garantiheftet.",https://www.ikea.com/no/no/p/landskrona-fotskammel-grann-bomstad-gyllenbrun-tre-s49269186/,2.599 NOK,Fotskammel,True,"[{'productId': 's49269186', 'pipUrl': 'https://www.ikea.com/no/no/p/landskrona-fotskammel-grann-bomstad-gyllenbrun-tre-s49269186/', 'selected': True, 'colors': [{'name': 'brun', 'id': '10019'}]}, {'productId': 's09031813', 'pipUrl': 'https://www.ikea.com/no/no/p/landskrona-fotskammel-grann-bomstad-svart-tre-s09031813/', 'selected': False, 'colors': [{'name': 'svart', 'id': '10139'}]}, {'productId': 's89031833', 'pipUrl': 'https://www.ikea.com/no/no/p/landskrona-fotskammel-grann-bomstad-hvit-metall-s89031833/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",LANDSKRONA,,,65 cm,,,,,,,,,44 cm,,,,,,,,,,,,,,,77 cm,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,65
240,IKEA,LYCKSELE HÅVET Madrass,https://www.ikea.com/no/no/images/products/lycksele-havet-mattress__0729215_PE736788_S5.JPG,"IKEA - LYCKSELE HÅVET, Madrass, Føyelig madrass av høyelastisk polyeter og lateks former seg etter kroppens konturer; har ekstra lang levetid og passer til bruk hver natt. Madrass med høyelastisk polyeter og et øvre lag av lateks som former seg etter kroppen og gir god støtte til ryggraden.",https://www.ikea.com/no/no/p/lycksele-havet-madrass-60102067/,1.500 NOK,Madrass,True,[],LYCKSELE HÅVET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 cm,,,,,,,188 cm,140 cm,,,,,,,,,,,,,,,,0,0,0
241,IKEA,HOLMSUND 3-seters sovesofa - Orrsta lys blå,https://www.ikea.com/no/no/images/products/holmsund-three-seat-sofa-bed-orrsta-light-blue__0531611_PE647438_S5.JPG,"IKEA - HOLMSUND, 3-seters sovesofa, Orrsta lys blå, Under setet er det plass til f.eks. sengetøy. Du kan vinkle den løse ryggputa slik du vil, og tilpasse setedybden og ryggen så den passer dine behov. Trekket er enkelt å holde rent, det kan tas av og vaskes i maskin. 5 ryggputer er inkludert.",https://www.ikea.com/no/no/p/holmsund-3-seters-sovesofa-orrsta-lys-bla-s89240756/,4.999 NOK,3-seters sovesofa,True,"[{'productId': 's79240766', 'pipUrl': 'https://www.ikea.com/no/no/p/holmsund-3-seters-sovesofa-nordvalla-beige-s79240766/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's89240756', 'pipUrl': 'https://www.ikea.com/no/no/p/holmsund-3-seters-sovesofa-orrsta-lys-bla-s89240756/', 'selected': True, 'colors': [{'name': 'blå', 'id': '10007'}]}, {'productId': 's89240761', 'pipUrl': 'https://www.ikea.com/no/no/p/holmsund-3-seters-sovesofa-orrsta-lys-grahvit-s89240761/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}]",HOLMSUND,96 cm,79 cm,230 cm,99 cm,,,,60 cm,44 cm,,,,,,,,,,,,,,,,140 cm,200 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,99,99,230
242,IKEA,"NOCKEBY Trekk til 3-seters sofa - med sjeselong, høyre Tallmyra høyre hvit/svart/grå, med sjeselong, høyre Tallmyra",https://www.ikea.com/no/no/images/products/nockeby-cover-for-3-seat-sofa__0389164_PE559363_S5.JPG,"IKEA - NOCKEBY, Trekk til 3-seters sofa, med sjeselong, høyre Tallmyra høyre hvit/svart/grå, med sjeselong, høyre Tallmyra, Trekket er enkelt å holde rent, det kan tas av og vaskes i maskin. Dette produktet er et ekstra trekk. Sofa selges separat.",https://www.ikea.com/no/no/p/nockeby-trekk-til-3-seters-sofa-med-sjeselong-hoyre-tallmyra-hoyre-hvit-svart-gra-med-sjeselong-hoyre-tallmyra-30319233/,1.999 NOK,Trekk til 3-seters sofa,True,"[{'productId': '10399438', 'pipUrl': 'https://www.ikea.com/no/no/p/nockeby-trekk-til-3-seters-sofa-med-sjeselong-hoyre-lejde-mork-beige-med-sjeselong-hoyre-lejde-10399438/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': '30319855', 'pipUrl': 'https://www.ikea.com/no/no/p/nockeby-trekk-til-3-seters-sofa-med-sjeselong-hoyre-tallmyra-hoyre-rustrod-med-sjeselong-hoyre-tallmyra-30319855/', 'selected': False, 'colors': [{'name': 'brun', 'id': '10019'}]}, {'productId': '30319233', 'pipUrl': 'https://www.ikea.com/no/no/p/nockeby-trekk-til-3-seters-sofa-med-sjeselong-hoyre-tallmyra-hoyre-hvit-svart-gra-med-sjeselong-hoyre-tallmyra-30319233/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}]",NOCKEBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
243,IKEA,LIDHULT Armlener - Gassebol lys beige,https://www.ikea.com/no/no/images/products/lidhult-armrest__0662893_PE712235_S5.JPG,"IKEA - LIDHULT, Armlener, Gassebol lys beige, Armlener med ekstra fyll er laget for å være komfortable å lene seg opp mot eller hvile hodet mot når du ligger. Trekket er enkelt å holde rent, det kan tas av og vaskes i maskin. 10 års garanti. Les om vilkårene i garantiheftet.",https://www.ikea.com/no/no/p/lidhult-armlener-gassebol-lys-beige-s09290076/,750 NOK,Armlener,True,"[{'productId': 's09290076', 'pipUrl': 'https://www.ikea.com/no/no/p/lidhult-armlener-gassebol-lys-beige-s09290076/', 'selected': True, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's29290075', 'pipUrl': 'https://www.ikea.com/no/no/p/lidhult-armlener-gassebol-bla-gra-s29290075/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's19290071', 'pipUrl': 'https://www.ikea.com/no/no/p/lidhult-armlener-lejde-rodbrun-s19290071/', 'selected': False, 'colors': [{'name': 'rød', 'id': '10124'}]}]",LIDHULT,,,24 cm,98 cm,,,,,,,,55 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62 cm,,,,,,,,,,98,98,24
244,IKEA,FÄRLÖV 2-seters sofa - Djuparp mørk grå,https://www.ikea.com/no/no/images/products/faerloev-2-seat-sofa__0479735_PE619093_S5.JPG,"IKEA - FÄRLÖV, 2-seters sofa, Djuparp mørk grå, Pocketfjærer som følger kroppens konturer. Det øvre laget av fiberkuler og den myke kvaliteten gjør sofaen god og komfortabel å slappe av på, så lenge du vil. Fløyelen er vevet av viskose og polyester, som gjør den varig.",https://www.ikea.com/no/no/p/faerloev-2-seters-sofa-djuparp-mork-gra-s19192626/,6.999 NOK,2-seters sofa,True,"[{'productId': 's99192632', 'pipUrl': 'https://www.ikea.com/no/no/p/faerloev-2-seters-sofa-djuparp-gulbeige-s99192632/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's19192626', 'pipUrl': 'https://www.ikea.com/no/no/p/faerloev-2-seters-sofa-djuparp-mork-gra-s19192626/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's99192401', 'pipUrl': 'https://www.ikea.com/no/no/p/faerloev-2-seters-sofa-flodafors-hvit-s99192401/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",FÄRLÖV,88 cm,,178 cm,106 cm,15 cm,,151 cm,64 cm,48 cm,,,,,,61 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,106,178
245,IKEA,EKTORP Fotskammel - Orrsta lys grå,https://www.ikea.com/no/no/images/products/ektorp-footstool__0779456_PE759503_S5.JPG,"IKEA - EKTORP, Fotskammel, Orrsta lys grå, 10 års garanti. Les om vilkårene i garantiheftet. Et utvalg av koordinerte trekk gjør at du lett kan fornye utseendet på møbelet ditt. Med ekstra trekk er det enkelt å fornye sofaen og rommet. Du kan plassere aviser, blader og leker i rommet under setet.",https://www.ikea.com/no/no/p/ektorp-fotskammel-orrsta-lys-gra-s19323986/,1.099 NOK,Fotskammel,True,"[{'productId': 's29129106', 'pipUrl': 'https://www.ikea.com/no/no/p/ektorp-fotskammel-nordvalla-mork-beige-s29129106/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's19323986', 'pipUrl': 'https://www.ikea.com/no/no/p/ektorp-fotskammel-orrsta-lys-gra-s19323986/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's69129128', 'pipUrl': 'https://www.ikea.com/no/no/p/ektorp-fotskammel-vittaryd-hvit-s69129128/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}, {'productId': 's29257504', 'pipUrl': 'https://www.ikea.com/no/no/p/ektorp-fotskammel-lingbo-flerfarget-s29257504/', 'selected': False, 'colors': [{'name': 'flerfarget', 'id': '10583'}]}]",EKTORP,,,62 cm,,,,,,,,,44 cm,,,,,,,,,,,,,,,82 cm,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,62
246,IKEA,"HAVSTEN 4-seters sofa, inne-/utendørs - beige",https://www.ikea.com/no/no/images/products/havsten-4-seat-sofa-in-outdoor-beige__0729053_PE736637_S5.JPG,"IKEA - HAVSTEN, 4-seters sofa, inne-/utendørs, beige, I HAVSTEN sitter du dypt, lavt og mykt med komfortabel smidighet takket være det elastiske nettingstoffet i bunnen. Lag en lenestol, 2-seters sofa, 3-seters sofa eller en sofa som er så lang du vil.",https://www.ikea.com/no/no/p/havsten-4-seters-sofa-inne-utendors-beige-s29252078/,9.560 NOK,"4-seters sofa, inne-/utendørs",True,"[{'productId': 's29252078', 'pipUrl': 'https://www.ikea.com/no/no/p/havsten-4-seters-sofa-inne-utendors-beige-s29252078/', 'selected': True, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's69282648', 'pipUrl': 'https://www.ikea.com/no/no/p/havsten-4-seters-sofa-inne-utendors-oransje-beige-s69282648/', 'selected': False, 'colors': [{'name': 'oransje', 'id': '10112'}]}]",HAVSTEN,,,341 cm,94 cm,,,,62 cm,42 cm,,,90 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,94,341
247,IKEA,KIVIK Sjeselongtrekk - Orrsta lys grå,https://www.ikea.com/no/no/images/products/kivik-cover-for-chaise-longue-orrsta-light-grey__0249459_PE387739_S5.JPG,"IKEA - KIVIK, Sjeselongtrekk, Orrsta lys grå, Trekket er enkelt å holde rent, det kan tas av og vaskes i maskin. Det slitesterke trekket av bomull og polyester er garnfarget for å få en vakker tofarget effekt. Dette produktet er et ekstra trekk. Sjeselong selges separat.",https://www.ikea.com/no/no/p/kivik-sjeselongtrekk-orrsta-lys-gra-10278653/,599 NOK,Sjeselongtrekk,True,"[{'productId': '80348879', 'pipUrl': 'https://www.ikea.com/no/no/p/kivik-sjeselongtrekk-hillared-beige-80348879/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': '00348883', 'pipUrl': 'https://www.ikea.com/no/no/p/kivik-sjeselongtrekk-hillared-mork-bla-00348883/', 'selected': False, 'colors': [{'name': 'blå', 'id': '10007'}]}, {'productId': '10278653', 'pipUrl': 'https://www.ikea.com/no/no/p/kivik-sjeselongtrekk-orrsta-lys-gra-10278653/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': '50413847', 'pipUrl': 'https://www.ikea.com/no/no/p/kivik-sjeselongtrekk-orrsta-rod-50413847/', 'selected': False, 'colors': [{'name': 'rød', 'id': '10124'}]}]",KIVIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
248,IKEA,"EKTORP Trekk til 3-seters sofa - med sjeselong, Orrsta lys grå",https://www.ikea.com/no/no/images/products/ektorp-cover-for-3-seat-sofa__0779545_PE759611_S5.JPG,"IKEA - EKTORP, Trekk til 3-seters sofa, med sjeselong, Orrsta lys grå, Trekket er enkelt å holde rent, det kan tas av og vaskes i maskin. Dette produktet er et ekstra trekk. Sofa selges separat.",https://www.ikea.com/no/no/p/ektorp-trekk-til-3-seters-sofa-med-sjeselong-orrsta-lys-gra-20472541/,1.899 NOK,Trekk til 3-seters sofa,True,"[{'productId': '40317733', 'pipUrl': 'https://www.ikea.com/no/no/p/ektorp-trekk-til-3-seters-sofa-nordvalla-med-sjeselong-nordvalla-mork-beige-40317733/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': '20472541', 'pipUrl': 'https://www.ikea.com/no/no/p/ektorp-trekk-til-3-seters-sofa-med-sjeselong-orrsta-lys-gra-20472541/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': '60321753', 'pipUrl': 'https://www.ikea.com/no/no/p/ektorp-trekk-til-3-seters-sofa-vittaryd-med-sjeselong-vittaryd-hvit-60321753/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}, {'productId': '70403338', 'pipUrl': 'https://www.ikea.com/no/no/p/ektorp-trekk-til-3-seters-sofa-med-sjeselong-lingbo-flerfarget-70403338/', 'selected': False, 'colors': [{'name': 'flerfarget', 'id': '10583'}]}]",EKTORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
249,IKEA,SÖDERHAMN Trekk til 1-seters seksjon - Samsta mørk grå,https://www.ikea.com/no/no/images/products/soederhamn-cover-for-1-seat-section-samsta-dark-grey__0141386_PE301261_S5.JPG,"IKEA - SÖDERHAMN, Trekk til 1-seters seksjon, Samsta mørk grå, Dette trekket er laget av SAMSTA tekstil i polyester og nylon. Det har en glatt overflate som føles myk. Materialet er holdbart og fargen gir et moderne utseende. Trekket er enkelt å holde rent, det kan tas av og vaskes i maskin.",https://www.ikea.com/no/no/p/soederhamn-trekk-til-1-seters-seksjon-samsta-mork-gra-30224329/,495 NOK,Trekk til 1-seters seksjon,True,"[{'productId': '30224329', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-trekk-til-1-seters-seksjon-samsta-mork-gra-30224329/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': '20275668', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-trekk-til-1-seters-seksjon-samsta-mork-gul-20275668/', 'selected': False, 'colors': [{'name': 'gul', 'id': '10042'}]}, {'productId': '20452675', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-trekk-til-1-seters-seksjon-samsta-oransje-20452675/', 'selected': False, 'colors': [{'name': 'oransje', 'id': '10112'}]}, {'productId': '00328347', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-trekk-til-1-seters-seksjon-finnsta-turkis-00328347/', 'selected': False, 'colors': [{'name': 'turkis', 'id': '10152'}]}, {'productId': '10328323', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-trekk-til-1-seters-seksjon-finnsta-hvit-10328323/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}, {'productId': '20472391', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-trekk-til-1-seters-seksjon-tallmyra-hvit-svart-gra-20472391/', 'selected': False, 'colors': [{'name': 'flerfarget', 'id': '10583'}]}]",SÖDERHAMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
250,IKEA,GRÖNLID Fotskammel - Sporda mørk grå,https://www.ikea.com/no/no/images/products/groenlid-footstool-sporda-dark-grey__0604424_PE681253_S5.JPG,"IKEA - GRÖNLID, Fotskammel, Sporda mørk grå, GRÖNLID fotskammel er liten, lett og gir ekstra komfort til lenestolen din. Trekket til fotskammelen får du i mange forskjellige farger og materialer, som alle matcher resten av GRÖNLID-serien. De buede og stødige bena er laget av massiv bjørk.",https://www.ikea.com/no/no/p/groenlid-fotskammel-sporda-mork-gra-s49275998/,1.099 NOK,Fotskammel,True,"[{'productId': 's09276004', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-fotskammel-sporda-natur-s09276004/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's49275998', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-fotskammel-sporda-mork-gra-s49275998/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's59275988', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-fotskammel-ljungen-lys-gronn-s59275988/', 'selected': False, 'colors': [{'name': 'grønn', 'id': '10033'}]}, {'productId': 's69275983', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-fotskammel-ljungen-mork-rod-s69275983/', 'selected': False, 'colors': [{'name': 'rød', 'id': '10124'}]}, {'productId': 's69275978', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-fotskammel-inseros-hvit-s69275978/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",GRÖNLID,,,47 cm,,,,,,,,,38 cm,,,,,,,,,,,,,,,57 cm,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,47
251,IKEA,EMTEN Baderomsmatte - mørk brun,https://www.ikea.com/no/no/images/products/emten-bath-mat-dark-brown__0762272_PE751847_S5.JPG,"IKEA - EMTEN, Baderomsmatte, mørk brun, Ultramykt og tørker raskt. Belegget på baksiden holder baderomsmatta på plass og reduserer faren for å skli. Finnes i flere farger som er enkle å koordinere med andre baderomstekstiler og tilbehør.",https://www.ikea.com/no/no/p/emten-baderomsmatte-mork-brun-50468694/,119 NOK,Baderomsmatte,True,[],EMTEN,,,50 cm,,,,,,,,,,,,,,,,,,,,,,,,80 cm,,,,,,,,,,,,,,,,,,,,,,,,,0.40 m²,0,0,50
252,IKEA,GRÖNLID Hjørnemodul - Ljungen mellomgrå,https://www.ikea.com/no/no/images/products/groenlid-corner-section-ljungen-medium-grey__0577160_PE668629_S5.JPG,"IKEA - GRÖNLID, Hjørnemodul, Ljungen mellomgrå, LJUNGEN er et slitesterkt trekk laget av polyester med en myk fløyelsaktig overflate og en forsiktig reflekterende glans. Trekket er enkelt å holde rent, det kan tas av og vaskes i maskin. 10 års garanti. Les om vilkårene i garantiheftet.",https://www.ikea.com/no/no/p/groenlid-hjornemodul-ljungen-mellomgra-s69256041/,2.815 NOK,Hjørnemodul,True,"[{'productId': 's89255639', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-hjornemodul-sporda-natur-s89255639/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's69256041', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-hjornemodul-ljungen-mellomgra-s69256041/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's39256274', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-hjornemodul-ljungen-lys-gronn-s39256274/', 'selected': False, 'colors': [{'name': 'grønn', 'id': '10033'}]}, {'productId': 's99256450', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-hjornemodul-ljungen-mork-rod-s99256450/', 'selected': False, 'colors': [{'name': 'rød', 'id': '10124'}]}, {'productId': 's59254702', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-hjornemodul-inseros-hvit-s59254702/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",GRÖNLID,104 cm,68 cm,93 cm,93 cm,7 cm,,,,49 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,93,93
253,IKEA,VALLENTUNA Sittemodul - Hillared lys blå,https://www.ikea.com/no/no/images/products/vallentuna-seat-module-hillared-light-blue__0728712_PE736416_S5.JPG,"IKEA - VALLENTUNA, Sittemodul, Hillared lys blå, Legg til, ta bort og endre funksjoner som det passer deg, og velg trekk som passer din stil. Du vil fortsette med å sitte behagelig takket være de varige pocketfjærene som gir kroppen god støtte. 10 års garanti. Les om vilkårene i garantiheftet.",https://www.ikea.com/no/no/p/vallentuna-sittemodul-hillared-lys-bla-s79279419/,1.815 NOK,Sittemodul,True,"[{'productId': 's89149875', 'pipUrl': 'https://www.ikea.com/no/no/p/vallentuna-sittemodul-hillared-mork-gra-s89149875/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's79279424', 'pipUrl': 'https://www.ikea.com/no/no/p/vallentuna-sittemodul-orrsta-olivengronn-s79279424/', 'selected': False, 'colors': [{'name': 'grønn', 'id': '10033'}]}, {'productId': '20329483', 'pipUrl': 'https://www.ikea.com/no/no/p/vallentuna-sittemodul-murum-svart-20329483/', 'selected': False, 'colors': [{'name': 'svart', 'id': '10139'}]}, {'productId': 's79279419', 'pipUrl': 'https://www.ikea.com/no/no/p/vallentuna-sittemodul-hillared-lys-bla-s79279419/', 'selected': True, 'colors': [{'name': 'turkis', 'id': '10152'}]}, {'productId': '00417701', 'pipUrl': 'https://www.ikea.com/no/no/p/vallentuna-sittemodul-murum-hvit-00417701/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",VALLENTUNA,,,100 cm,80 cm,,,,,,,,45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,80,100
254,IKEA,NYHAMN Madrass med pocketfjærer - fast,https://www.ikea.com/no/no/images/products/nyhamn-pocket-sprung-mattress__0596360_PE676490_S5.JPG,"IKEA - NYHAMN, Madrass med pocketfjærer, fast, Madrasstrekket er lett å holde rent siden det er avtagbart og kan vaskes i maskin. En fast madrass som gir deg god støtte og kan brukes hver natt. Pocketfjærer føyer seg etter kroppsvekten og holder ryggraden i riktig posisjon når du sover.",https://www.ikea.com/no/no/p/nyhamn-madrass-med-pocketfjaerer-fast-80341496/,1.200 NOK,Madrass med pocketfjærer,True,[],NYHAMN,,,140 cm,,,,,,,,,,,,,,,,,,,,,,,,200 cm,,,,,,,,,,,,,,,,,,,,,,,11 cm,,,0,0,140
255,IKEA,GRÖNLID Sjeselong - Ljungen mellomgrå,https://www.ikea.com/no/no/images/products/groenlid-chaise-longue-section-ljungen-medium-grey__0727804_PE735869_S5.JPG,"IKEA - GRÖNLID, Sjeselong, Ljungen mellomgrå, LJUNGEN er et slitesterkt trekk laget av polyester med en myk fløyelsaktig overflate og en forsiktig reflekterende glans. Trekket er enkelt å holde rent, det kan tas av og vaskes i maskin. 10 års garanti. Les om vilkårene i garantiheftet.",https://www.ikea.com/no/no/p/groenlid-sjeselong-ljungen-mellomgra-s89256035/,3.000 NOK,Sjeselong,True,"[{'productId': 's09255742', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-sjeselong-sporda-natur-s09255742/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's89256035', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-sjeselong-ljungen-mellomgra-s89256035/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's79256267', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-sjeselong-ljungen-lys-gronn-s79256267/', 'selected': False, 'colors': [{'name': 'grønn', 'id': '10033'}]}, {'productId': 's49256443', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-sjeselong-ljungen-mork-rod-s49256443/', 'selected': False, 'colors': [{'name': 'rød', 'id': '10124'}]}, {'productId': 's19254695', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-sjeselong-inseros-hvit-s19254695/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",GRÖNLID,104 cm,68 cm,81 cm,164 cm,7 cm,,81 cm,126 cm,49 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190 l,,,,,,,,,164,164,81
