,source,title,image,description,url,price,typeName,onlineSellable,other_colors,brand,Høyde inkludert ryggputer,Høyde ryggstøtte,width,depth,clearance,arm_width,sit_width,sit_depth,sit_height,Dybde sjeselong,"Setedybde, sjeselong",height,Bredde høyre,Bredde venstre,Armlenehøyde,min_depth,max_depth,min_sit_depth,max_sit_depth,max_width,Setebredde høyre,Setebredde venstre,"Lengde, utslått","Bredde, utslått",bed_width,bed_length,length,Min. bredde,Tykkelse madrass,Antall sitteplasser,Høyde inkludert hodestøtte,Diameter,"Seng, høyde","Samlet dybde, slått ut",Sete diameter,Madrasslengde,Madrassbredde,Antall i pakken,Høyde på skuff (innvendig),Bredde på skuff (innvendig mål),Dybde på skuff (innvendig mål),Maks belastning/skuff,Høyde med ben ,Volum,Fyllvekt,Totalvekt,Skjermdiameter,Ledningslengde,Styrke,Tykkelse,Benhøyde,Flate,max_depth_a,min_depth_a,width_a
256,IKEA,KIVIK Trekk 2-seters sofa - Orrsta lys grå,https://www.ikea.com/no/no/images/products/kivik-cover-two-seat-sofa-orrsta-light-grey__0249483_PE387758_S5.JPG,"IKEA - KIVIK, Trekk 2-seters sofa, Orrsta lys grå, Trekket er enkelt å holde rent, det kan tas av og vaskes i maskin. Det slitesterke trekket av bomull og polyester er garnfarget for å få en vakker tofarget effekt. Dette produktet er et ekstra trekk. Sofa selges separat.",https://www.ikea.com/no/no/p/kivik-trekk-2-seters-sofa-orrsta-lys-gra-50278665/,799 NOK,Trekk 2-seters sofa,True,"[{'productId': '20348863', 'pipUrl': 'https://www.ikea.com/no/no/p/kivik-trekk-2-seters-sofa-hillared-beige-20348863/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': '30348867', 'pipUrl': 'https://www.ikea.com/no/no/p/kivik-trekk-2-seters-sofa-hillared-mork-bla-30348867/', 'selected': False, 'colors': [{'name': 'blå', 'id': '10007'}]}, {'productId': '50278665', 'pipUrl': 'https://www.ikea.com/no/no/p/kivik-trekk-2-seters-sofa-orrsta-lys-gra-50278665/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': '80413921', 'pipUrl': 'https://www.ikea.com/no/no/p/kivik-trekk-2-seters-sofa-orrsta-rod-80413921/', 'selected': False, 'colors': [{'name': 'rød', 'id': '10124'}]}]",KIVIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
257,IKEA,KIVIK Trekk 3-seters sofa - Hillared beige,https://www.ikea.com/no/no/images/products/kivik-cover-three-seat-sofa__0479989_PE618870_S5.JPG,"IKEA - KIVIK, Trekk 3-seters sofa, Hillared beige, Trekket er enkelt å holde rent, det kan tas av og vaskes i maskin. Dette produktet er et ekstra trekk. Sofa selges separat.",https://www.ikea.com/no/no/p/kivik-trekk-3-seters-sofa-hillared-beige-50348871/,1.999 NOK,Trekk 3-seters sofa,True,"[{'productId': '50348871', 'pipUrl': 'https://www.ikea.com/no/no/p/kivik-trekk-3-seters-sofa-hillared-beige-50348871/', 'selected': True, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': '60348875', 'pipUrl': 'https://www.ikea.com/no/no/p/kivik-trekk-3-seters-sofa-hillared-mork-bla-60348875/', 'selected': False, 'colors': [{'name': 'blå', 'id': '10007'}]}, {'productId': '60348917', 'pipUrl': 'https://www.ikea.com/no/no/p/kivik-trekk-3-seters-sofa-hillared-antrasitt-60348917/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': '40413937', 'pipUrl': 'https://www.ikea.com/no/no/p/kivik-trekk-3-seters-sofa-orrsta-rod-40413937/', 'selected': False, 'colors': [{'name': 'rød', 'id': '10124'}]}]",KIVIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
258,IKEA,VALLENTUNA Trekk til sovesofamodul - Hillared lys blå,https://www.ikea.com/no/no/images/products/vallentuna-cover-for-sofa-bed-module__0622962_PE690849_S5.JPG,"IKEA - VALLENTUNA, Trekk til sovesofamodul, Hillared lys blå, HILLARED trekk er vevd i bomull og polyester, med tilsetning av viskose og lin. Det holdbare trekket har en tydelig struktur, samtidig som den likevel er både myk og komfortabel.",https://www.ikea.com/no/no/p/vallentuna-trekk-til-sovesofamodul-hillared-lys-bla-50418034/,1.090 NOK,Trekk til sovesofamodul,True,"[{'productId': '50418034', 'pipUrl': 'https://www.ikea.com/no/no/p/vallentuna-trekk-til-sovesofamodul-hillared-lys-bla-50418034/', 'selected': True, 'colors': [{'name': 'blå', 'id': '10007'}]}, {'productId': '50329504', 'pipUrl': 'https://www.ikea.com/no/no/p/vallentuna-trekk-til-sovesofamodul-hillared-mork-gra-50329504/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': '10418026', 'pipUrl': 'https://www.ikea.com/no/no/p/vallentuna-trekk-til-sovesofamodul-orrsta-olivengronn-10418026/', 'selected': False, 'colors': [{'name': 'grønn', 'id': '10033'}]}]",VALLENTUNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
259,IKEA,"LIDHULT 3-seters sovesofa - med sjeselong, Lejde grå/svart",https://www.ikea.com/no/no/images/products/lidhult-3-seat-sofa-bed__0620138_PE689449_S5.JPG,"IKEA - LIDHULT, 3-seters sovesofa, med sjeselong, Lejde grå/svart, Armlener med ekstra fyll er laget for å være komfortable å lene seg opp mot eller hvile hodet mot når du ligger. Oppbevaringplass under sjeselongen. Lokket holdes åpent slik at du enkelt kan legge inn og ta ut ting.",https://www.ikea.com/no/no/p/lidhult-3-seters-sovesofa-med-sjeselong-lejde-gra-svart-s09280831/,13.990 NOK,3-seters sovesofa,True,"[{'productId': 's29280830', 'pipUrl': 'https://www.ikea.com/no/no/p/lidhult-3-seters-sovesofa-med-sjeselong-lejde-beige-brun-s29280830/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's09280826', 'pipUrl': 'https://www.ikea.com/no/no/p/lidhult-3-seters-sovesofa-med-sjeselong-gassebol-bla-gra-s09280826/', 'selected': False, 'colors': [{'name': 'blå', 'id': '10007'}]}, {'productId': 's09280831', 'pipUrl': 'https://www.ikea.com/no/no/p/lidhult-3-seters-sovesofa-med-sjeselong-lejde-gra-svart-s09280831/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's89280832', 'pipUrl': 'https://www.ikea.com/no/no/p/lidhult-3-seters-sovesofa-med-sjeselong-lejde-rod-brun-rodbrun-s89280832/', 'selected': False, 'colors': [{'name': 'rød', 'id': '10124'}]}]",LIDHULT,102 cm,76 cm,298 cm,98 cm,7 cm,,231 cm,53 cm,45 cm,164 cm,120 cm,,,,,,,,,,,,,,140 cm,200 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,164,98,298
260,IKEA,"POÄNG Fotskammel - hvitbeiset eikefiner, Knisa lys beige",https://www.ikea.com/no/no/images/products/poaeng-footstool__0681572_PE720164_S5.JPG,"IKEA - POÄNG, Fotskammel, hvitbeiset eikefiner, Knisa lys beige, Med en rekke puter å velge mellom er det enkelt å endre stilen på POÄNG og ellers i stua. Stammen er laget av sjiktlimt, formbøyd bjørk, som er et svært slitesterkt og holdbart materiale.",https://www.ikea.com/no/no/p/poaeng-fotskammel-hvitbeiset-eikefiner-knisa-lys-beige-s09287489/,499 NOK,Fotskammel,True,"[{'productId': 's09287489', 'pipUrl': 'https://www.ikea.com/no/no/p/poaeng-fotskammel-hvitbeiset-eikefiner-knisa-lys-beige-s09287489/', 'selected': True, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's19287484', 'pipUrl': 'https://www.ikea.com/no/no/p/poaeng-fotskammel-hvitbeiset-eikefiner-knisa-svart-s19287484/', 'selected': False, 'colors': [{'name': 'brun', 'id': '10019'}]}, {'productId': 's69287504', 'pipUrl': 'https://www.ikea.com/no/no/p/poaeng-fotskammel-hvitbeiset-eikefiner-lysed-gra-s69287504/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's09287494', 'pipUrl': 'https://www.ikea.com/no/no/p/poaeng-fotskammel-hvitbeiset-eikefiner-knisa-rod-oransje-s09287494/', 'selected': False, 'colors': [{'name': 'rød', 'id': '10124'}]}]",POÄNG,,,68 cm,54 cm,,,54 cm,54 cm,38 cm,,,39 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,68
261,IKEA,NYHAMN Trekk 3-seter sovesofa - Knisa grå/beige,https://www.ikea.com/no/no/images/products/nyhamn-three-seat-sofa-bed-cover-knisa-grey-beige__0767330_PE754069_S5.JPG,"IKEA - NYHAMN, Trekk 3-seter sovesofa, Knisa grå/beige, Med ekstra trekk er det enkelt å fornye sofaen og rommet. Du trenger ikke å ta av trekket for å gjøre om sofaen til seng, eller omvendt. Trekk av ekstra slitesterk polyester med en rillet, myk struktur.",https://www.ikea.com/no/no/p/nyhamn-trekk-3-seter-sovesofa-knisa-gra-beige-10341598/,499 NOK,Trekk 3-seter sovesofa,True,"[{'productId': '20438180', 'pipUrl': 'https://www.ikea.com/no/no/p/nyhamn-trekk-til-3-seters-sovesofa-hyllie-beige-20438180/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': '10341598', 'pipUrl': 'https://www.ikea.com/no/no/p/nyhamn-trekk-3-seter-sovesofa-knisa-gra-beige-10341598/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': '10438166', 'pipUrl': 'https://www.ikea.com/no/no/p/nyhamn-trekk-til-3-seters-sovesofa-skiftebo-gul-10438166/', 'selected': False, 'colors': [{'name': 'gul', 'id': '10042'}]}]",NYHAMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
262,IKEA,"GRÖNLID 3-seters sovesofa - med sjeselong, Ljungen mellomgrå",https://www.ikea.com/no/no/images/products/groenlid-3-seat-sofa-bed__0622060_PE690272_S5.JPG,"IKEA - GRÖNLID, 3-seters sovesofa, med sjeselong, Ljungen mellomgrå, De dype seteputene med et topplag av fiberkuler og nok av komfortable ryggputer gjør GRÖNLID sofa myk og innbydende. Myke, flyttbare ryggputer gjør det lett å finne en måte å sitte på som føles avslappet og passer for deg.",https://www.ikea.com/no/no/p/groenlid-3-seters-sovesofa-med-sjeselong-ljungen-mellomgra-s19282132/,10.595 NOK,3-seters sovesofa,True,"[{'productId': 's79282134', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-3-seters-sovesofa-med-sjeselong-sporda-natur-s79282134/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's79282129', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-3-seters-sovesofa-med-sjeselong-kimstad-mork-brun-s79282129/', 'selected': False, 'colors': [{'name': 'brun', 'id': '10019'}]}, {'productId': 's19282132', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-3-seters-sovesofa-med-sjeselong-ljungen-mellomgra-s19282132/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's39282131', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-3-seters-sovesofa-med-sjeselong-ljungen-lys-gronn-s39282131/', 'selected': False, 'colors': [{'name': 'grønn', 'id': '10033'}]}, {'productId': 's59282130', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-3-seters-sovesofa-med-sjeselong-ljungen-mork-rod-s59282130/', 'selected': False, 'colors': [{'name': 'rød', 'id': '10124'}]}, {'productId': 's99282128', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-3-seters-sovesofa-med-sjeselong-inseros-hvit-s99282128/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",GRÖNLID,104 cm,68 cm,277 cm,98 cm,,,,60 cm,49 cm,164 cm,126 cm,,,,,,,,,,,,,,140 cm,200 cm,,,12 cm,,,,53 cm,,,,,,,,,,,,,,,,,,,,164,98,277
263,IKEA,STOCKSUND Ben til lenestoler/sofaer - lys brun,https://www.ikea.com/no/no/images/products/stocksund-legs-for-armchair-sofas-light-brown__0729174_PE736744_S5.JPG,"IKEA - STOCKSUND, Ben til lenestoler/sofaer, lys brun, De elegante bena i massiv bøk gir NOCKEBY sofa en varm, moderne og stilig stil.",https://www.ikea.com/no/no/p/stocksund-ben-til-lenestoler-sofaer-lys-brun-00289322/,200 NOK,Ben til lenestoler/sofaer,True,[],STOCKSUND,,,,,,,,,,,,18 cm,,,,,,,,,,,,,,,,,,,,,,,,,,4 stk.,,,,,,,,,,,,,,,0,0,0
264,IKEA,"KIVIK Fotskammel - Grann, Bomstad svart",https://www.ikea.com/no/no/images/products/kivik-footstool__0137865_PE296633_S5.JPG,"IKEA - KIVIK, Fotskammel, Grann, Bomstad svart, Romslig, praktisk oppbevaringsplass under setet. Fungerer både som ekstra sitteplass og som en behagelig forlengelse av sofaen din. 10 års garanti. Les om vilkårene i garantiheftet.",https://www.ikea.com/no/no/p/kivik-fotskammel-grann-bomstad-svart-30198599/,2.299 NOK,Fotskammel,True,[],KIVIK,,,90 cm,70 cm,,,,,,,,43 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,70,90
265,IKEA,GRÖNLID Fotskammel med oppbevaring - Ljungen mellomgrå,https://www.ikea.com/no/no/images/products/groenlid-footstool-with-storage-ljungen-medium-grey__0577161_PE668632_S5.JPG,"IKEA - GRÖNLID, Fotskammel med oppbevaring, Ljungen mellomgrå, Fotskammelen har ekstra oppbevaringsplass under setet til alle småtingene du vil ha i nærheten. LJUNGEN er et slitesterkt trekk laget av polyester med en myk fløyelsaktig overflate og en forsiktig reflekterende glans.",https://www.ikea.com/no/no/p/groenlid-fotskammel-med-oppbevaring-ljungen-mellomgra-s39256047/,1.745 NOK,Fotskammel med oppbevaring,True,"[{'productId': 's59255754', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-fotskammel-med-oppbevaring-sporda-natur-s59255754/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's39256047', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-fotskammel-med-oppbevaring-ljungen-mellomgra-s39256047/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's09256280', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-fotskammel-med-oppbevaring-ljungen-lys-gronn-s09256280/', 'selected': False, 'colors': [{'name': 'grønn', 'id': '10033'}]}, {'productId': 's69256456', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-fotskammel-med-oppbevaring-ljungen-mork-rod-s69256456/', 'selected': False, 'colors': [{'name': 'rød', 'id': '10124'}]}, {'productId': 's49254774', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-fotskammel-med-oppbevaring-inseros-hvit-s49254774/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",GRÖNLID,,,73 cm,,7 cm,,,,,,,49 cm,,,,,,,,,,,,,,,98 cm,,,,,,,,,,,,,,,,,105 l,,,,,,,,,0,0,73
266,IKEA,"KIVIK Hjørnesofa, 4-seters - Grann, Bomstad svart",https://www.ikea.com/no/no/images/products/kivik-corner-sofa-4-seat__0320494_PE514985_S5.JPG,"IKEA - KIVIK, Hjørnesofa, 4-seters, Grann, Bomstad svart, Kontaktområder dekket av 1,2 mm narvskinn av høy kvalitet, som bare blir penere med årene og får en vakker patina over tid. Overflaten er dekket med en slitesterkt belagt tekstil som ser ut og føles som skinn.",https://www.ikea.com/no/no/p/kivik-hjornesofa-4-seters-grann-bomstad-svart-s49066377/,14.999 NOK,"Hjørnesofa, 4-seters",True,[],KIVIK,,,,95 cm,,,,60 cm,45 cm,,,83 cm,257 cm,257 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,95,257
267,IKEA,SÖDERHAMN Trekk til fotskammel - Tallmyra hvit/svart/grå,https://www.ikea.com/no/no/images/products/soederhamn-cover-for-footstool-tallmyra-white-black__0780839_PE760243_S5.JPG,"IKEA - SÖDERHAMN, Trekk til fotskammel, Tallmyra hvit/svart/grå, Trekket er enkelt å holde rent, det kan tas av og vaskes i maskin. Dette produktet er et ekstra trekk. Fotskammel selges separat.",https://www.ikea.com/no/no/p/soederhamn-trekk-til-fotskammel-tallmyra-hvit-svart-gra-30472395/,695 NOK,Trekk til fotskammel,True,"[{'productId': '00440221', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-trekk-til-fotskammel-lejde-gra-svart-00440221/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': '10275664', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-trekk-til-fotskammel-samsta-mork-gul-10275664/', 'selected': False, 'colors': [{'name': 'gul', 'id': '10042'}]}, {'productId': '50328284', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-trekk-til-fotskammel-samsta-lys-rosa-50328284/', 'selected': False, 'colors': [{'name': 'rosa', 'id': '10119'}]}, {'productId': '90328343', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-trekk-til-fotskammel-finnsta-turkis-90328343/', 'selected': False, 'colors': [{'name': 'turkis', 'id': '10152'}]}, {'productId': '90328319', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-trekk-til-fotskammel-finnsta-hvit-90328319/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}, {'productId': '80454501', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-trekk-til-fotskammel-viarp-beige-brun-80454501/', 'selected': False, 'colors': [{'name': 'flerfarget', 'id': '10583'}]}]",SÖDERHAMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
268,IKEA,POÄNG Pute til fotskammel - Knisa lys beige,https://www.ikea.com/no/no/images/products/poaeng-footstool-cushion-knisa-light-beige__0561184_PE662721_S5.JPG,"IKEA - POÄNG, Pute til fotskammel, Knisa lys beige, Med denne lys beige puta på POÄNG får lenestolen et naturlig friskt uttrykk. Puta er designet med en diskré sømdetalj på siden som gir den et karakteristisk utseende. KNISA pute er laget av et slitesterkt, men likevel mykt og glatt stoff.",https://www.ikea.com/no/no/p/poaeng-pute-til-fotskammel-knisa-lys-beige-40394321/,199 NOK,Pute til fotskammel,True,"[{'productId': '40394321', 'pipUrl': 'https://www.ikea.com/no/no/p/poaeng-pute-til-fotskammel-knisa-lys-beige-40394321/', 'selected': True, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': '50362522', 'pipUrl': 'https://www.ikea.com/no/no/p/poaeng-pute-til-fotskammel-hillared-mork-bla-50362522/', 'selected': False, 'colors': [{'name': 'blå', 'id': '10007'}]}, {'productId': '60397639', 'pipUrl': 'https://www.ikea.com/no/no/p/poaeng-pute-til-fotskammel-lysed-gra-60397639/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': '60397644', 'pipUrl': 'https://www.ikea.com/no/no/p/poaeng-pute-til-fotskammel-lysed-klargronn-60397644/', 'selected': False, 'colors': [{'name': 'grønn', 'id': '10033'}]}, {'productId': '80394319', 'pipUrl': 'https://www.ikea.com/no/no/p/poaeng-pute-til-fotskammel-knisa-oransje-rod-oransje-80394319/', 'selected': False, 'colors': [{'name': 'oransje', 'id': '10112'}]}, {'productId': '60394320', 'pipUrl': 'https://www.ikea.com/no/no/p/poaeng-pute-til-fotskammel-knisa-svart-60394320/', 'selected': False, 'colors': [{'name': 'svart', 'id': '10139'}]}, {'productId': '40345401', 'pipUrl': 'https://www.ikea.com/no/no/p/poaeng-pute-til-fotskammel-vislanda-svart-hvit-40345401/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",POÄNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
269,IKEA,"LANDSKRONA Sjeselong, påbyggingsdel - Gunnared lys grønn / tre",https://www.ikea.com/no/no/images/products/landskrona-chaise-longue-add-on-unit-gunnared-light-green-wood__0602636_PE680440_S5.JPG,"IKEA - LANDSKRONA, Sjeselong, påbyggingsdel, Gunnared lys grønn / tre, Tekstiltrekket har et varmt og innbydende utseende, mens den stramme passformen gir sofaen et rent og stilig uttrykk. Seteputer av polyeter og polyesterfibervatt gir god sittekomfort. Ikke-avtagbart trekk.",https://www.ikea.com/no/no/p/landskrona-sjeselong-pabyggingsdel-gunnared-lys-gronn-tre-s49270260/,3.495 NOK,"Sjeselong, påbyggingsdel",True,"[{'productId': 's59270250', 'pipUrl': 'https://www.ikea.com/no/no/p/landskrona-sjeselong-pabyggingsdel-gunnared-mork-gra-tre-s59270250/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's49270260', 'pipUrl': 'https://www.ikea.com/no/no/p/landskrona-sjeselong-pabyggingsdel-gunnared-lys-gronn-tre-s49270260/', 'selected': True, 'colors': [{'name': 'grønn', 'id': '10033'}]}]",LANDSKRONA,,,78 cm,158 cm,,,,128 cm,44 cm,,,78 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,158,78
270,IKEA,LIDHULT 2-seters sovesofadel - Gassebol blå/grå,https://www.ikea.com/no/no/images/products/lidhult-2-seat-sofa-bed-section__0662187_PE711763_S5.JPG,"IKEA - LIDHULT, 2-seters sovesofadel, Gassebol blå/grå, Du sitter komfortabelt takket være pocketfjærene som støtter på alle de riktige stedene og følger kroppen perfekt. Sofaen føles ekstra myk og koselig å sitte i, takket være topplaget av kulefiber. Den høye ryggen og nakkestøtten øker komforten.",https://www.ikea.com/no/no/p/lidhult-2-seters-sovesofadel-gassebol-bla-gra-s59290597/,5.995 NOK,2-seters sovesofadel,True,"[{'productId': 's19290599', 'pipUrl': 'https://www.ikea.com/no/no/p/lidhult-2-seters-sovesofadel-gassebol-lys-beige-s19290599/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's59290597', 'pipUrl': 'https://www.ikea.com/no/no/p/lidhult-2-seters-sovesofadel-gassebol-bla-gra-s59290597/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's89290609', 'pipUrl': 'https://www.ikea.com/no/no/p/lidhult-2-seters-sovesofadel-lejde-rodbrun-s89290609/', 'selected': False, 'colors': [{'name': 'rød', 'id': '10124'}]}]",LIDHULT,95 cm,76 cm,160 cm,97 cm,,,,53 cm,38 cm,,,,,,,,,,,,,,,,140 cm,200 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,97,97,160
271,IKEA,"POÄNG Fotskammel - bjørkefiner, Robust Glose mørk brun",https://www.ikea.com/no/no/images/products/poaeng-ottoman__55433_PE160519_S5.JPG,"IKEA - POÄNG, Fotskammel, bjørkefiner, Robust Glose mørk brun, Stammen er laget av sjiktlimt, formbøyd bjørk, som er et svært slitesterkt og holdbart materiale. Du kan bruke fotskammelen sammen med POÄNG lenestol, så får du en komfortabel og avslappende sittestilling.",https://www.ikea.com/no/no/p/poaeng-fotskammel-bjorkefiner-robust-glose-mork-brun-s59829111/,999 NOK,Fotskammel,True,[],POÄNG,,,68 cm,54 cm,,,,,,,,39 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,68
272,IKEA,POÄNG Stolpute - Robust Glose mørk brun,https://www.ikea.com/no/no/images/products/poaeng-armchair-cushion-glose-dark-brown__0484044_PE621081_S5.JPG,"IKEA - POÄNG, Stolpute, Robust Glose mørk brun, Mykt, slitesterkt og lettstelt skinn, praktisk for barnefamilier.",https://www.ikea.com/no/no/p/poaeng-stolpute-robust-glose-mork-brun-60094595/,1.499 NOK,Stolpute,True,"[{'productId': '60094595', 'pipUrl': 'https://www.ikea.com/no/no/p/poaeng-stolpute-robust-glose-mork-brun-60094595/', 'selected': True, 'colors': [{'name': 'brun', 'id': '10019'}]}, {'productId': '30105901', 'pipUrl': 'https://www.ikea.com/no/no/p/poaeng-stolpute-robust-glose-offwhite-30105901/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",POÄNG,,,56 cm,,,,,,,,,7 cm,,,,,,,,,,,,,,,137 cm,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,56
273,IKEA,STOCKSUND Trekk til lenestol - Nolhaga gråbeige,https://www.ikea.com/no/no/images/products/stocksund-cover-for-armchair-nolhaga-grey-beige__0286593_PE423178_S5.JPG,"IKEA - STOCKSUND, Trekk til lenestol, Nolhaga gråbeige, NOLHAGA er et slitesterkt trekk laget av tykkere bomull og polyester med fine detaljer som for eksempel totonseffekt. Dette produktet er et ekstra trekk. Lenestol selges separat.",https://www.ikea.com/no/no/p/stocksund-trekk-til-lenestol-nolhaga-grabeige-50280296/,999 NOK,Trekk til lenestol,True,"[{'productId': '00319729', 'pipUrl': 'https://www.ikea.com/no/no/p/stocksund-trekk-til-lenestol-ljungen-bla-00319729/', 'selected': False, 'colors': [{'name': 'blå', 'id': '10007'}]}, {'productId': '50280296', 'pipUrl': 'https://www.ikea.com/no/no/p/stocksund-trekk-til-lenestol-nolhaga-grabeige-50280296/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': '60413465', 'pipUrl': 'https://www.ikea.com/no/no/p/stocksund-trekk-til-lenestol-nolhaga-mork-gronn-60413465/', 'selected': False, 'colors': [{'name': 'grønn', 'id': '10033'}]}, {'productId': '90413478', 'pipUrl': 'https://www.ikea.com/no/no/p/stocksund-trekk-til-lenestol-segersta-flerfarget-90413478/', 'selected': False, 'colors': [{'name': 'flerfarget', 'id': '10583'}]}]",STOCKSUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
